ID;SEQ;Question;Title
Q303;303;Sentez-vous une légère paralysie aux pieds ou aux jambes ?;Légère paralysie aux jambes
Q304;304;Sentez-vous vos jambes lourdes, en particulier en fin de journée ?;Jambes lourdes
Q305;305;Avez-vous des infections récurrentes (rhume, grippe, pneumonie ...) avec un long rétablissement et calmées par la marche ou une surélévation ?;Infections récurrentes
Q306;306;Crachez-vous du mucus ?;Toux grasse
Q307;307;Souffrez-vous de douleurs musculaires ? ;Douleurs musculaires
Q308;308;Avez-vous une toux persistante qui dure plus de 3 mois ?;Toux persistante
Q309;309;Toussez-vous pendant la nuit ?;Toux nocturnes
Q310;310;Toussez-vous ? ;Toux
Q311;311;Transpirez-vous excessivement ?;Transpiration excessive
Q312;312;Tremblez-vous au repos ?;Tremblement
Q313;313;Vomissez-vous ?;Vomissements
Q314;314;Avez-vous des difficultés à avaler ou à mastiquer des aliments ?;Alimentation douloureuse
Q315;315;Avez-vous un goût désagréable, métallique ou acide dans la bouche ?;Goût métallique
Q316;316;Vos cycles menstruels sont-ils perturbés ? (absence de règles par exemple);Menstruations irrégulières
Q317;317;Votre gorge vous démange-t-elle ? ;Démangeaisons de la gorge
Q318;318;Avez-vous des douleurs lors de l'ingestion et de la déglutition, surtout quand vous mangez des aliments chauds ?;Alimentation douloureuse
Q319;319;Vos ongles et vos cheveux sont-ils fragiles ou cassants ?;Cheveux fragiles
Q320;320;Vos veines sont-elles dilatées ? ;Veines dilatées
Q321;321;Avez-vous de la fièvre en alternance avec une température normale ?;Température alternée
Q322;322;Vos yeux sont-ils humides ou pleurent-ils ?;Yeux humides
Q323;323;Votre cœur bat-t-il plus rapidement que d'habitude ?;Rythme cardiaque irrégulier
Q324;324;Votre mollet est-il anormalement gonflé ? ;Mollet gonflé
Q325;325;Votre mollet est-il douloureux ? ;Mollet douloureux
Q326;326;Votre mollet est-il marbré ? ;Mollet marbré
Q327;327;Votre mollet est-il rouge ? ;Mollet rouge
Q328;328;Votre peau est-elle asséchée ? ;Peau asséchée
Q329;329;Votre peau est-elle plus pâle ou plus sèche que d'habitude ? ;Peau fragile
Q330;330;Votre teint est-il gris ? ;Teint gris
Q331;331;Transpirez-vous excessivement, surtout la nuit ?;Transpiration nocturne
Q332;332;Votre visage est-il bouffi ? ;Visage bouffi
Q333;333;Votre voix est-elle enrouée ou éteinte ?;Altération de la voix 
Q334;334;Vous sentez-vous confus ? ;Confusion mentale
Q335;335;Cochez les points qui sont vrais ...;Divers
Q336;336;Vous sentez-vous nerveux ? ;Nervosité
Q337;337;Avez-vous une varice rouge sur le mollet douloureux ? ;Varices douloureuses
Q338;338;Y a t-il eu un événement déclencheur (choc émotionnel, épisode infectieux, vaccin…) ?;Événements déclenchant
Q339;339;Avez-vous mal à l'oreille ?;Douleur à l oreille
Q340;340;Avez-vous des sueurs nocturnes ?;Transpiration nocturne
Q341;341;Vous sentez-vous essoufflé(e) ou avez-vous une gêne respiratoire ?;Respiration difficile
Q342;342;Etes-vous essoufflé(e) à l'effort ?;Essoufflement à l'effort
Q343;343;Souffrez-vous d'anémie ?;Anémie
Q344;344;Ressentez-vous une fatigue intense ou un manque d'énergie en général ?;Affaiblissement physique
Q345;345;;
Q346;346;Avez-vous une toux sèche persistante ?;Toux sèche
Q347;347;Sentez-vous le besoin de parler très fort ?;Troubles d'audition
Q348;348;Avez-vous des difficultés à entendre les sons aigus ?;Sons aigus
Q349;349;Avez-vous des difficultés à percevoir les couleurs ?;Perception des couleurs
Q350;350;Avez-vous des douleurs ou des ballonnements au bas ventre, le plus souvent du côté droit ?;Douleurs et ballonnements
Q351;351;Vous sentez-vous gonflé(e) au bas ventre ?;Ventre gonflé
Q352;352;Avez-vous une infection des voies respiratoires ?;Infections respiratoires
Q353;353;Souffrez-vous de lésions douloureuses sur n'importe quelle partie du corps ?;Fièvre et lésions douloureuses
Q354;354;Constatez-vous un gonflement,  non-douloureux,  des ganglions,  des aisselles ou de l’aine ?;Gonflements non-douloureux
Q355;355;Avez-vous une douleur dans le bras et/ou la jambe ?;Douleurs aux bras et aux jambes
Q356;356;Sentez-vous des fourmillements dans les mains et/ou les doigts ?;Fourmillements aux extrémités
Q357;357;Constatez-vous des rougeurs de la vulve sous forme de grandes lèvres gonflées douloureuses pouvant être accompagnées de vésicules ? ;Inflammation de la vulve
Q358;358;Provoquez-vous des vomissements après avoir mangé, destinés à éviter la prise de poids ?;Troubles alimentaires
Q359;359;Prenez-vous des diurétiques, des laxatifs ou des lavements, afin d'éviter la prise de poids ?;Produits d'amaigrissements
Q360;360;Crachez-vous du mucus de couleur ... ?;Crachats colorés
Q361;361;Constatez-vous des petits points rouges sur votre peau ? ;Blastes sur la peau ou pétéchies ???
Q362;362;Avez-vous une traînée rouge, douloureuse et chaude au niveau des ganglions ou à la gorge ?;Lésions au niveau de la gorge
Q363;363;Cette infection est-elle ramollie, fistulisée ou collectée en abcès sur la peau ?;Infection sur la peau
Q364;364;Êtes-vous pâle à l’intérieur des paupières, au niveau des ongles ou des lèvres ?;Pâleur générale
Q365;365;Avez-vous une alimentation riche en fer ? (foie d’agneau, viande de cheval, moules, germe de blé, haricot blanc sec, pistâche rôtie, amande etc.);Alimentation riche au fer
Q366;366;Avez-vous des difficultés à vous concentrer, à vous souvenir ou à lire ?;Troubles cognitifs
Q367;367;Êtes-vous végétarien(ne), végétalien(ne) ou végan  ?;Alimentation sans viande
Q368;368;Suivez-vous un traitement à base d’aspirine ou d'anti-inflammatoires non-stéroïdiens (AINS) ?;Traitements médicamenteux
Q369;369;Sentez-vous un épuisement physique, émotionnel ou psychologique ?;Épuisement général
Q370;370;Suivez-vous une alimentation stricte (voire refus de s’alimenter), entraînant une perte de poids significative ?  ;Troubles d'alimentation
Q371;371;Avez-vous une peur intense de prendre du poids ou de devenir obèse ?;Peur de prendre du poids
Q372;372;Avez-vous une image négative de vous-même en vous regardant dans le miroir ?;Estime de soi
Q373;373;Est-ce que vous avez tendance à vous isoler de vos proches récemment ?;Isolement social
Q374;374;Avez-vous une absence de règles ?;Absence de règles
Q375;375;Pratiquez-vous une activité sportive intense ?;Activité physique intense
Q376;376;Êtes-vous conscient(e) des conséquences médicales liées à la perte de poids ?;Sensibilisation sur la perte de poids
Q377;377;Vous pesez-vous tous les jours, voire plusieurs fois par jour ?;Sensibilité au poids
Q378;378;Mangez-vous d'importantes quantités de nourriture en un temps limité ?;Alimentation excessive
Q379;379;Mangez-vous de grandes quantités de nourriture même si vous n'avez pas nécessairement faim ?  ;Alimentation excessive
Q380;380;Ces épisodes surviennent-ils au moins une fois par semaine, depuis plus de 3 mois ?;Épisodes récurrents
Q381;381;Mangez-vous d'importantes quantités pouvant aller jusqu'à causer des douleurs ou de l'inconfort ?;Alimentation excessive
Q382;382;Mangez-vous seul(e) en raison d’un sentiment de honte, de dégoût ou de culpabilité lié à la quantité de nourriture ingurgitée ?;Isolement pendant l'alimentation
Q383;383;Passez-vous par des phases de jeûne, pensant qu'elles pourront rétablir la prise de poids ?;Efforts pour maigrir
Q384;384;Avez-vous constaté une coloration bleutée de vos doigts et/ou de vos lèvres ?;Coloration bleutée des extrémités
Q385;385;Avez-vous des courbatures musculaires ? ;Courbatures
Q386;386;Avez-vous une toux  ... ?;Toux divers
Q387;387;Crachez-vous plus fréquemment en hiver qu'en été ?;Crachats l'hiver
Q388;388;Avez-vous des infections respiratoires fréquentes ?;Infections respiratoires
Q389;389;Avez-vous les jambes gonflées ?;Jambes gonflées
Q390;390;Avez-vous constaté une coloration de vos muqueuses utérines, nasales et/ou intestinales ?;Colorations des muqueuses
Q391;391;Avez-vous les signes suivants :;Signes divers
Q392;392;Est-ce que votre vue a baissé ?;Baisse de vue
Q393;393;Avez-vous constaté un rétrécissement de votre champ visuel ?;Rétrécissement du champs visuel
Q394;394;Des tâches sombres obstruent-elles votre vision ?;Taches visuelles
Q395;395;Avez-vous complètement perdu votre vue ?;Cécité complète
Q396;396;Avez-vous la peau qui pèle ?;Desquamation de la peau
Q397;397;Avez-vous des croûtes sur les joues, le cuir chevelu, le front, les bras ou les jambes ?;Croûtes sur le corps
Q398;398;Avez-vous des plaques rouges et sèches sur la peau qui vous démangent ?;Plaques rouges sur la peau
Q399;399;Votre peau est-elle anormalement gonflée ? ;Peau gonflée
Q400;400;Votre peau vous fait-elle souffrir ?;Peau douloureuse
Q401;401;Constatez-vous une formation de pus sur votre peau ?;Pustules sur la peau
Q402;402;Avez-vous des lésions ou plaques rougeâtres la plupart du temps, sur la peau ?;Lésions colorées sur la peau
Q403;403;Avez-vous des cloques sur la peau ?;Cloques sur la peau
Q404;404;Votre douleur à la partie atteinte est-elle ... ;Niveau de douleur
Q405;405;Avez-vous un gonflement sur la partie atteinte qui est ... ;Evolution du gonflement
Q406;406;Avez-vous un bleu sur la partie atteinte qui est ...;Evolution de l'ecchymose
Q407;407;La peau autour des yeux devient-elle plus sombre ?;Peu sombre autour des yeux
Q408;408;Avez-vous une bosse dure sous la peau qui ressort rouge et chaude ?;Bosse sur la peau
Q409;409;Cette bosse s'est-elle ramollie, au fur et à mesure que le pus se forme ?;Evolution de la bosse sur la peau
Q410;410;Avez-vous des douleurs ou des rougeurs au niveau de la bosse ?;Bosse douloureuse sur la peau
Q411;411;Cette bosse a-t-elle éclaté au bout de quelques jours ?;Evolution de la bosse sur la peau
Q412;412;Une fois que la pustule éclate ou ramollit, reste-t-il un petit cratère rouge ?;Croûte rouge sur la pustule
Q413;413;Vos seins sont-ils douloureux ?;Seins douloureux
Q414;414;Avez-vous des saignements vaginaux brunâtres ?;Saignements vaginaux colorées
Q415;415;Vos testicules sont-ils gonflés ?;Gonflement des testicules
Q416;416;Avez-vous des hémorroïdes ?;Hémorroïdes
Q417;417;Avez-vous une sensibilité aux gencives ?;Sensibilité des gencives
Q418;418;Êtes-vous sensible à certaines odeurs ?;Sensibilité aux odeurs
Q419;419;Etes-vous sujet à des fringales ou à une aversion pour certains aliments ?;Fringales et aversions alimentaires
Q420;420;Avez-vous des champignons, des gonflements ou des rougeurs dans la région génitale ?  ;Infection vaginale
Q421;421;Avez-vous des douleurs en bas du ventre qui ressemblent aux douleurs des règles ?;Douleur au ventre
Q422;422;Sentez-vous un engourdissement ou une douleur aux mains ?;Sensibilité des mains
Q423;423;Avez-vous des gonflements aux chevilles, aux jambes ou au visage ?;Gonflements sur le corps
Q424;424;Avez-vous des pertes vaginales, blanches, indolores ou inodores ?;Pertes vaginales
Q425;425;Avez-vous des nausées, des vomissements, des brûlures, des ballonnements, des maux de l'estomac etc. ?;Troubles digestifs
Q426;426;Avez-vous des tâches foncées sur le visage suite à une exposition au soleil ?;Taches foncées au visage
Q427;427;Avez-vous constaté l’apparition d’une ligne brune du nombril jusqu’au pubis ?;Ligne brune au ventre
Q428;428;Sentez-vous une brûlure, de la démangeaison ou un inconfort dans la région anale ?;Infection anale
Q429;429;Sentez-vous que l'intérieur du rectum est enflé ?;Rectum enflé
Q430;430;Avez-vous du sang pendant ou après vos évacuations de selles ?;Sang dans les selles
Q431;431;Avez-vous de la fièvre ou des sueurs froides en fin de journée ?;Fièvre et sueurs froides
Q432;432;Constatez-vous une jaunisse de la peau et/ou des yeux ?;Jeunisme de la peau
Q433;433;Avez-vous des lésions dans les yeux ?;Lésions des yeux
Q434;434;Avez-vous des tâches rouges sur la peau, des signes d’hémorragies ou des saignements du nez ?;Saignements généralisées
Q435;435;Avez-vous une diarrhée chronique ou des diarrhées persistantes qui durent plus de 2-3 semaines ?;Diarrhées persistantes
Q436;436;Avez-vous des plaques rouges sur le corps et le visage ?;Plages rouges sur la peau
Q437;437;Avez-vous mal à la gorge lorsque vous avalez votre salive ?;Pharyngite
Q438;438;Avez-vous des ulcérations de la bouche ou sur la partie génitale ?;Ulcérations généralisées
Q439;439;Avez-vous des troubles d'élocution (blocage en parlant, difficulté à trouver ses mots ...) ?;Troubles d'élocution
Q440;440;;
Q441;441;Votre visage est-il pâle ?;Pâleur du visage
Q442;442;Souffrez-vous d'otites ou de sinusites ?;Inflammations du nez et de l'oreil
Q443;443;Souffrez-vous de gènes respiratoires pendant le sommeil ?;Apnées du sommeil
Q444;444;Avez-vous des symptômes comme la fièvre, les maux de tête, la fatigue, les vomissements, etc. ?;Symptômes grippaux
Q445;445;Avez-vous des vésicules rouges, sensibles, parfois gonflées et accompagnées d'un liquide ?;Forme des vésicules
Q446;446;Ces vésicules ont-elles tendance à se creuser et s'étendre sur les côtés ?;Forme des vésicules
Q447;447;Ces vésicules persistent-elles pendant 2 à 3 jours, puis se rompent et leur suintement provoque l'apparition de croûtes jaunes comme du miel ?;Evolution des vésicules
Q448;448;Ces vésicules apparaissent-elles d'abord autour des orifices (narines, bouche, anus) et éventuellement au cuir chevelu et au reste du corps ?;Localisation des vésicules
Q449;449;Ces vésicules se propagent-elles par auto contamination après les avoir grattées ?;Propagation des vésicules
Q450;450;Votre enfant bouge-t-il continuellement, ne tient pas en place, se lance dans des activités physiques dangereuses ou à des gestes maladroits ?;Hyperkinésie de l"enfant
Q451;451;Votre enfant a-t-il tendance à être impulsif et indiscipliné, à la maison comme à l'école ?;Comportement impulsif de l'enfant
Q452;452;Votre enfant a-t-il des difficultés à focaliser longtemps son attention ?;Concentration de l'enfant
Q453;453;Voyez-vous des éclairs lumineux, des lignes de couleurs vives, des choses en double ... ?;Troubles de vue
Q454;454;Votre enfant a-t-il des troubles durables du langage écrit affectant la lecture, l'orthographe et l'écriture ?;Troubles du langage
Q455;455;Avez-vous souvent des bleus sur tout le corps ?  ;Ecchymoses généralisés
Q456;456;Saignez-vous du nez fréquemment et abondamment ?;Saignement du nez
Q457;457;Avez-vous des gencives qui saignent ?;Saignement des gencives
Q458;458;Avez-vous des douleurs osseuses ou articulaires ?;Douleurs osseuses et articulaires
Q459;459;Avez-vous des pertes vaginales qui sont ... ;Pertes vaginales
Q460;460;Avez-vous besoin d'uriner fréquemment, même pendant la nuit ?;Uriner fréquemment
Q461;461;Avez-vous des urines malodorantes ?;Urines malodorantes
Q462;462;Sentez-vous un poids dans le bas du ventre ?;Sensation de pesanteur au ventre
Q463;463;Avez-vous besoin d'uriner fréquemment, sans nécessairement évacuer beaucoup d'urines ?;Uriner fréquemment
Q464;464;Avez-vous une mauvaise perception des contrastes ?;Perception des contrastes
Q465;465;Avez-vous des difficultés à distinguer les reliefs ?;Perception les reliefs
Q466;466;Avez-vous des difficultés à différencier certaines couleurs comme le noir, le bleu marine ou le violet ?;Perception des couleurs vives
Q467;467;Avez-vous constaté un jaunissement des couleurs en général ?;Jaunissement des couleurs
Q468;468;Êtes-vous gêné(e) par la lumière, surtout les couleurs vives et les phénomènes éblouissants (éclaire, tonnerre , etc.)?;Sensibilité à la lumière
Q469;469;Avez-vous un voile blanc devant les yeux ? ;Voile blanc devant les yeux
Q470;470;Sentez-vous le besoin de changer vos lunettes ?;Correction visuelle
Q471;471;Si vous êtes hypermétrope, avez-vous l'impression que votre vision s’améliore ?;Amélioration de la vue
Q472;472;Sentez-vous une gène au niveau des yeux (ou l'un des deux), comme l'impression d'un grain de sable dans l'œil ?  ;Sable dans les yeux
Q473;473;Sentez-vous des picotements dans un œil (ou les deux) ?;Picotements dans les yeux
Q474;474;Avez-vous une sensation de brûlure, d'égratignure ou d'irritation en général dans un œil (ou les deux) ?;Inconfort oculaire
Q475;475;Constatez-vous du mucus fin et aqueux autour des yeux ?;Sécrétion oculaire
Q476;476;Avez-vous l’œil ou les deux yeux rouges ?;Rougeur des yeux
Q477;477;Vos yeux sont-ils humides ou pleurent-ils par réflexe ?;Yeux humides
Q478;478;Avez-vous les paupières collées au réveil ?;Paupières collées le matin
Q479;479;Avez-vous un petit bouton rouge sur la bordure de la paupière ?;Orgelet aux paupières
Q480;480;Avez-vous ressenti une douleur 24 à 48 h après ce petit bouton rouge, près de la racine des cils ?;Paupières douloureuses
Q481;481;Vos paupières sont-elles gonflées à l’endroit de l’orgelet ?;Paupières gonflées
Q482;482;Sentez-vous un corps étranger dans l'œil ?;Objet etrangé dans les yeux
Q483;483;Avez-vous eu du pus dans l’œil lorsque l'orgelet s'est percé ?;Pus dans l'œil
Q484;484;Sentez-vous des douleurs dans un ou les deux yeux ?;Douleur aux yeux
Q485;485;Constatez-vous une sécheresse vaginale ?;Sécheresse vaginale
Q486;486;Avez-vous des fuites urinaires incontrôlables ?;Fuites incontrôlables
Q487;487;Souffrez-vous souvent d'infections urinaires ?;Infections urinaires
Q488;488;;
Q489;489;Vous sentez-vous confus dans vos pensées et vos actes en général ?  ;Confusion mentale
Q490;490;Vous sentez-vous une démotivation constante par rapport au travail ?;Manque de motivation
Q491;491;Avez-vous confiance en vos actes et vos capacités ?;Confiance en soi
Q492;492;Vous préoccupez-vous beaucoup du travail ces derniers temps, par exemple en faisant des heures supplémentaires ?;Travail professionnel excessif
Q493;493;Souffrez-vous de maux de tête, de douleurs musculaires ou de douleurs gastriques ?;Dégradation de l'état général
Q494;494;Sentez-vous le besoin de consommer des substances comme l'alcool, le tabac, la drogue, pour tenir le coup ?;Substances psychoactives
Q495;495;Avez-vous des selles molles ?;Selles molles
Q496;496;Avez-vous envie d'aller fréquemment à la selle ?;Selles fréquentes
Q497;497;;
Q498;498;Mangez-vous de manière équilibrée (fruits, légumes secs, viande, pommes de terres, pain ou riz complet) ?;Alimentation équilibrée
Q499;499;Consommez-vous de l'alcool ?;Consommation d'alcool
Q500;500;Ressentez-vous une tolérance à l’alcool ?;Tolérance à l'alcool
Q501;501;Vous sentez-vous anxieux(se), agité(e), confus(e) ou avez-vous des sueurs, des insomnies, des tremblements quand vous ne buvez pas d'alcool ?  ;Dépendance à alcool
Q502;502;Vous sentez-vous obligé(e) de répéter certains comportements (laver les mains, répéter silencieusementment des mots, ranger en ordre précis les choses ...) ?;Troubles compulsifs
Q503;503;Avez-vous peur des microbes, des germes, d'une contamination ?;Microphobie
Q504;504;Avez-vous des images ou des pensées sexuelles répétitives ?;Pensées sexuelles
Q505;505;Avez-vous une vie sexuelle hyperactive ?;Vie sexuelle
Q506;506;Faites-vous des achats inconsidérés ?;Achats impulsifs
Q507;507;Vous sentez-vous puissant(e), capable de tout faire ?;Estime en soi
Q508;508;Vous sentez-vous capable de donner votre avis sur des sujets complexes, même si vous ne les maîtrisez pas ?;Estime en soi
Q509;509;Vous sentez-vous triste ou avez-vous de grosses difficultés à exécuter vos activités quotidiennes ?;Manque de motivation
Q510;510;Ressentez-vous de la chaleur au niveau du visage ?;Sensation de chaleur au visage
Q511;511;Avez-vous des difficultés à vous concentrer ou à lire ?;Troubles de concentration
Q512;512;Entendez-vous des sifflements dans les oreilles ?;Bourdonnements
Q513;513;Vous êtes-vous exposé(e) au soleil ces derniers temps ?;Exposition au soleil
Q514;514;Avez-vous fait un long voyage en avion ces derniers temps ?;Voyage en avion
Q515;515;Avez-vous des ulcères à l'intérieur de la bouche, qui sont blanchâtres et leur contour rouge ?;Ulcères dans la bouche
Q516;516;Avez-vous mal et une sensation de douleur autour des ulcères ?;Ulcères douloureux
Q517;517;Avez-vous des douleurs très intenses, voire insupportables, qui se propagent du milieu du dos vers l’aine ?;Douleurs intenses au dos
Q518;518;Votre nourrisson a-t-il le ventre dur et sensible au toucher ?;Dur au toucher
Q519;519;Votre nourrisson a-t-il des gaz intestinaux ?;Flatulences
Q520;520;Votre nourrisson semble-t-il inconsolable, souvent en fin de journée, malgré tous vos efforts pour le calmer ?;Nourrisson inconsolable
Q521;521;Votre nourrisson devient-il tout rouge, avec le visage crispé ou ses poings serrés ?;Inconfort général du nourrisson
Q522;522;Êtes-vous réveillé(e) au milieu de la nuit par une douleur soudaine au gros orteil ?;Douleurs nocturnes
Q523;523;Avez-vous des œdèmes également aux doigts, aux coudes, aux genoux ou aux chevilles ?;Œdèmes généralisés
Q524;524;Vos articulations atteintes sont-elles chaudes, rouges, enflées et extrêmement douloureuses ?;Inflammation des articulations
Q525;525;Avez-vous énormément froid aux articulations atteintes ?;Froid aux articulations
Q526;526;Avez-vous eu mal au bas du dos, après un effort ?;Mal au dos à l'effort
Q527;527;Cette douleur gagne-t-elle le haut des fesses et s’étend jusqu’à une ou les deux cuisses ?;Sciatique
Q528;528;Cette douleur est-elle accompagnée de spasmes vous empêchant de vous redresser quand vous êtes penché en avant ? ;Douleurs et blocages musculaires
Q529;529;Vos règles s'approchent-elles progressivement, durent plus longtemps et peuvent s’accompagner de caillots de sang ?;Règles rapprochées
Q530;530;Ressentez-vous des démangeaisons dans la région génitale ou l'anus, surtout pendant la nuit ?;Démangeaisons nocturnes
Q531;531;Vous sentez-vous nerveux(euse), agité(e) ou irritable, à cause de ces démangeaisons ?;Démangeaisons et agitation
Q532;532;Observez-vous des vers sur vos selles et au fond des sous-vêtements ?;Vers aux selles
Q533;533;Observez-vous une ou plusieurs petites excroissances ou lésions, rugueuses et bien définies, sur la peau ?;Excroissances sur la peau
Q534;534;Ces petites excroissances apparaissent-elles sur ... ;Localisation des excroissances
Q535;535;Constatez-vous des petits points noirs au niveau de ces excroissances ?;Points noirs sur la peau
Q536;536;Ressentez-vous des démangeaisons au niveau de ces petites excroissances ?;Démangeaisons aux excroissances
Q537;537;Sentez-vous une douleur au niveau de ces petites excroissances qui se situent aux orteils ou à la plante du pied ?;Excroissances douloureuses sur les pieds
Q538;538;Avez-vous un peu de fièvre (température inférieure à 38.5 °C) avec éventuellement des maux de tête ?;Fièvre modérée et maux de tête
Q539;539;Ces éruptions se transforment-elles en petites cloques rondes, de 3 à 4 mm de diamètre et remplies d’un liquide clair ?;Evolution des éruptions
Q540;540;Au bout de quelques jours et au fil de leurs apparitions, les cloques sèchent-elles pour former une croûte ?;Formation de croûtes
Q541;541;Ces éruptions évoluent-elles ... ;Évolutions divers
Q542;542;Ces éruptions évoluent-elles ... ;Évolutions divers
Q543;543;Avez-vous des douleurs abdominales ou articulaires ?;Douleurs abdominales et articulaires
Q544;544;Ressentez-vous le besoin de vous faire mal ou de faire du mal aux autres ?;Auto-agressivité
Q545;545;;
Q546;;Avez-vous des pensées envahissantes ou des souvenirs (flash-back) que vous ne pouvez pas sortir de votre tête ?;Pensées envahissantes
Q547;547;Avez-vous des sautes d’humeur qui causent des conflits dans vos relations avec vos amies ou votre famille ?;Relation avec vos proches
Q548;548;Vous sentez-vous impuissant(e) ou désespéré(e) ?;Estime en soi
Q549;549;Avez-vous des douleurs inexpliquées ?;Douleurs inexpliquées
Q550;550;Avez-vous un comportement extrême dans votre façon de manger ou de dormir (trop ou pas assez) ?;Excès de nourriture et de sommeil
Q551;551;Prenez-vous des décisions impulsives sans nécessairement réfléchir au sujet concerné et à vos proches ?;Décisions impulsives
Q552;552;Avez-vous des difficultés à gérer votre colère ou avez-vous des comportements impulsifs, parfois dangereux, envers vous-mêmes et vos proches ?;Comportements impulsifs
Q553;553;Vous sentez-vous envahi par le stress ou fortement anxieux(se) ?;Stress envahissant
Q554;554;Mangez-vous trop, pas assez ou parfois les deux en alternance ?;Alimentation irrégulière
Q555;555;Vous sentez-vous déprimé(e) ?;Sentiment de dépression
Q556;556;Avez-vous des comportements destructeurs, compulsifs ou impulsifs, envers vous-même ?;Auto-agressivité
Q557;557;Vous haïssez-vous ?;Estime en soi
Q558;558;Avez-vous une douleur progressive au tendon, qui éventuellement au début était soulagée par l’activité avant de devenir permanente ?;Douleur du tendon
Q559;559;Constatez-vous une rougeur et une chaleur de la peau au niveau du tendon ?;Inflammation du tendon
Q560;560;Les mouvements de la partie du corps concernée sont-ils plus difficiles (lever le bras, bouger la main ...)  ?;Rougeur du tendon
Q561;561;Ressentez-vous des crépitations ou des frottements au niveau du tendon, au moment du mouvement ou au toucher ?;Sensibilité du tendon
Q562;562;Ressentez-vous un aspect épais du tendon au toucher ?;Epaisseur du tendon
Q563;563;Votre épaule est-elle raide ?;Raideur de l'épaule
Q564;564;Avez-vous peur d'être seul(e) ou d'être abandonné(e) ?;Peur d'être seul
Q565;565;Votre épaule est-elle enflée ou gonflée ?;Œdème de l'épaule
Q566;566;Avez-vous une sensation de craquement dans l’épaule ?;Craquement de l'épaule
Q567;567;Constatez-vous une diminution ou une perte de mobilité de l'épaule ?;Mobilité de l'épaule
Q568;568;Avez-vous une douleur à l’épaule, s’intensifiant lors d’une activité intense ?;Douleur à l'épaule
Q569;569;Cette douleur irradie-t-elle dans le bras, pouvant aller jusqu’à la main ?;Evolution de la douleur
Q570;570;Ressentez-vous le besoin d’être continuellement en état d’alerte, prêt à réagir ?;Hypervigilance
Q571;571;Avez-vous des difficultés à ressentir certaines émotions, comme la tendresse et le désir sexuel ?;Ressentir des émotions
Q572;572;Avez-vous subi un événement porteur d’une menace vitale ou d’une atteinte à l’intégrité physique (guerre, attentat, accident etc. ) ?;Evénement traumatique
Q573;573;Avez-vous un sentiment de peur intense, d’horreur et d’impuissance accompagné de ... ;Peur envahissante
Q574;574;Votre vue vous empêche-t-elle de bien vous orienter dans l’espace (une certaine maladresse ou une mauvaise appréciation des distances) ? ;Orientation dans l'espace
Q575;575;Voyez-vous double ?;Vision double
Q576;576;Vos yeux, sont-ils fatigués ?;Yeux fatigués
Q577;577;Penchez-vous ou tournez-vous la tête pour mieux voir les objets ?;Autres troubles de vision
Q578;578;Louchez-vous ou vos yeux se ferment-ils s'il y a du soleil ? ;Yeux sensibles au soleil
Q579;579;Vos yeux ne bougent-ils pas en même temps, ce qui empire au fil de la journée ?;Strabisme
Q580;580;Avez-vous des difficultés à distinguer ce qui est réel de ce qui ne l'est pas ?;Distinguer le vrai du faux
Q581;581;Oubliez-vous d'exécuter vos activités quotidiennes (vous habiller, maintenir votre propriété, etc.) ?;Oublis des activités quotidiennes
Q582;582;Avez-vous des difficultés à communiquer avec les gens en général et surtout avec vos proches ?;Relation avec vos proches
Q583;583;Vos amis ou vos proches se plaignent-ils de vos discours décousus et confusants ?;Conflits avec vos proches
Q584;584;Souffrez-vous de phobies ou faites-vous des gestes impulsifs (laver les mains, répéter silencieusement des mots, etc.) ?  ;Phobies et gestes impulsifs
Q585;585;Avez-vous l'impression que certaines personnes vous veulent du mal ?;Sentiment d'être visé(e)
Q586;586;Vos amis ou vos proches se plaignent-ils de vos convictions sur divers sujets ?;Conflits sur vos convictions
Q587;587;Vos ganglions sont-ils gonflés ?;Gonflement des ganglions
Q588;588;Avez-vous des nausées ou même vomissez-vous ?;Nausées et vomissements
Q589;589;Des boutons ou rougeurs sont-ils apparus d’abord au cou, au visage et aux plis de flexion (aisselles, coudes et cuisses) ?;Éruptions et rougeurs sur la peau
Q590;590;Est-ce que ces rougeurs pâlissent à la pression du doigt ?;Réaction des rougeurs au toucher
Q591;591;Est-ce que 2 à 3 jours plus tard, les éruptions s’étendent au reste du corps (haut du thorax, bas de l’abdomen, visage et extrémités) ?;Evolution des rougeurs
Q592;592;1 à 2 jours plus tard un enduit blanchâtre sur la langue et des desquamations sur la peau apparaissent-ils ?;Démangeaisons sur les rougeurs
Q593;593;Vos yeux, pleurent-ils ou sont-ils gonflés et rouges ?;Inflammation des yeux
Q594;594;;
Q595;595;Avez-vous des douleurs ou des sensibilités aux articulations, surtout après une période de repos prolongé ou au réveil ?;Sensibilité des articulations
Q596;596;Avez-vous un débit de parole lent ou une fluidité verbale plus lente que d'habitude ?;Ralentissement de la parole
Q597;597;Avez-vous des difficultés à exprimer vos émotions ?;Exprimer ses émotions
Q598;598;Le cuir chevelu vous démange-t-il ?;Démangeaisons à la tête
Q599;599;Ces démangeaisons sont-elles prédominantes derrière les oreilles et sur la nuque ?;Démangeaisons à la tête
Q600;600;Constatez-vous des poux ou des lentes, qui sont  facilement visibles sur une chevelure foncée ?;Poux au cheveux
Q601;601;Avez-vous des palpitations cardiaques ?;Palpitations
Q602;602;Respirez-vous trop vite ?;Respiration rapide
